date,futures_id,contract_date,open,high,low,close,spread,spread_per,volume,settlement_price,open_interest,trading_session,rsi,macd_pct,macd_signal_pct,macd_histogram_pct,atr,ma5_dev,ma20_dev,ma60_dev,volume_ratio_5,volume_ratio_20,volume_change,volume_change_5,obv_dev,roc_5,roc_10,roc_20,williams_r,daily_return,intraday_range,gap,upper_shadow,lower_shadow,body_ratio,price_position,atr_pct,bb_position,bb_width,historical_volatility,volatility_ratio,return_1d,label_1d,return_3d,label_3d,return_5d,label_5d
2025-11-17,TX,202511,27389.0,27600.0,26954.0,27490.0,86.0,0.31,100597,0.0,0,after_market,49.953692774256815,0.0,0.0,0.0,4034.214285714286,-1.0023656148778979,1.5068500020515811,-0.9995400600068378,9.940456664579172e-05,0.4473755684469299,-1.0,-0.9999005934570614,4.349405227239114,-99.98181156784285,-1.0549290651145848,0.04001455074571503,-0.8685623671027498,-1.0,0.023499454347035285,-1.0,0.17027863777089783,0.673374613003096,0.1563467492260062,0.9929026912130273,0.14702482910143538,0.7996637877530506,5.028468782799204,0.0,0.0,-0.01971626045834851,-1,0.0012004365223716729,0,0.0001091305929428188,0
2025-11-17,TX,202609,26900.0,26948.0,26900.0,26948.0,-264.0,-0.97,2,0.0,0,after_market,49.78564652656159,-0.019708692225055925,-0.031252010248428365,0.011543318023372441,8018.0,0.6414692087470305,0.7879096491257169,-0.9995400600068378,0.022988505747126436,0.00021371060378588334,1.0,-0.9872611464968153,1.0511036112212844,-2.01083596960111,-1.932384730157577,538860.0,-2.6789905043867566,597.8444444444444,0.001781208252931572,596.7777777777778,0.0,0.0,1.0,0.9732680044673415,0.2975359952501113,0.7122357359859725,3.7124268703635894,0.0,0.0,-0.9983301172628767,-1,0.02052100341398244,1,0.019704616298055422,1
2025-11-17,TX,202511/202601,45.0,45.0,45.0,45.0,0.0,0.0,1,0.0,0,after_market,33.63111384377976,-37.59483812388632,-20.44325568218017,-17.151582441706147,6128.714285714285,-0.9972772816379873,-0.9967213592515956,-0.9995400600068378,0.00847457627118644,0.00010685073486592904,-0.9967741935483871,-0.9998443337484434,1.2854400555277397,-99.83632197286582,-99.83601180714989,-446.1538461538462,-99.812254034733,-46.0,0.0,-46.0,0.0,0.0,0.0,0.0040350181936088195,136.1936507936508,0.2571320265362039,4.103963750494978,0.0,0.0,610.6222222222223,1,609.9555555555555,1,611.6666666666666,1
2025-11-17,TX,202606,27280.0,27580.0,26996.0,27523.0,90.0,0.33,61,0.0,0,after_market,66.6501312748787,0.04498348179677003,-0.029299030513935172,0.0742825123107052,6109.285714285715,0.25005677327931536,1.0057060197415166,-0.9995400600068378,0.04550201402357154,0.006528672645931888,0.0,0.0,1.969745605351484,0.0,0.30247813411079516,0.0,-0.6016500342256007,-0.0017047515415306025,0.02121861715655997,-0.01051867972433805,0.0976027397260274,0.4863013698630137,0.4160958904109589,0.993983499657744,0.22197019635525614,0.744955559911573,4.10566724880451,0.0,0.0,-0.0007993314682265273,0,-0.0015986629364531657,0,-0.003051992878683296,0
2025-11-17,TX,202601,27389.0,27616.0,26999.0,27501.0,50.0,0.18,157,0.0,0,after_market,66.65415081998982,-0.014837387470868534,-0.06461540910918788,0.04977802163831935,6034.071428571428,1.500363676037386,1.5074537049700483,-0.9995400600068378,0.1192827837714633,0.016814282501365494,-0.9755603985056039,-0.9985069091116585,3.224665771167826,0.080061137595977,1.1066176470588163,0.04001455074571503,-0.6809093201714883,0.0002909831593496115,0.02243554779826188,-0.003782781071545484,0.18638573743922204,0.6320907617504052,0.18152350081037277,0.9931909067982851,0.21941280057348564,0.7997837878004507,5.028469738241736,0.0,0.0,-0.0002908985127813013,0,0.0025089996727392094,0,-0.002218101159957797,0
2025-11-17,TX,202512,27409.0,27594.0,26965.0,27493.0,71.0,0.26,6424,0.0,0,after_market,66.64769010877203,-0.057471918569374426,-0.07708233765615359,0.019610419086779168,5990.642857142857,1.5006366877683184,1.5068500020515811,-0.9995400600068378,0.28787810889536186,0.4473755684469299,0.0,-0.8568786899855185,4.349405227239114,0.18949746729346462,-74405.4054054054,0.04001455074571503,-0.7097308786972656,0.0,0.022878550903866438,0.0,0.16057233704292528,0.7058823529411765,0.13354531001589826,0.9929026912130273,0.2178970231383573,0.7996637877530506,5.028468782799204,0.0,0.0,-0.0005092205288619311,0,-0.0019641363256102107,0,-0.0027279671189029964,0
2025-11-17,TX,202511,27570.0,27690.0,27465.0,27479.0,75.0,0.27,105151,27481.0,38590,position,99.75015389071949,0.0289856759679693,-0.08556640221529223,0.11455207818326153,2059.5,0.0012972153596128228,1.5068500020515811,-0.9995400600068378,3.4972461319462,0.4473755684469299,1.3426757268575247,105150.0,4.349405227239114,1.0257352941176467,549480.0,0.04001455074571503,-0.7601686061173758,0.001384789184067703,0.008188070890498198,0.00470099486170329,0.5333333333333333,0.06222222222222222,-0.40444444444444444,0.9929026912130273,0.07494814221769351,0.7996637877530506,5.028468782799204,0.0,0.0,0.0033116197823792604,0,-0.001419265621019683,0,-0.01015320790421781,-1
2025-11-17,TX,202603,27355.0,27605.0,27096.0,27570.0,110.0,0.4,61,0.0,0,after_market,66.69329556870862,0.018874515653336664,-0.047788052717334877,0.06666256837067154,6068.5,0.6696138752967395,1.2330757642027506,-0.9995400600068378,0.04591990364348088,0.006530804520173227,-0.6114649681528662,0.0,2.489290043159014,0.0,0.5543803340871012,0.0,-0.4323233778866592,0.0025089996727392094,0.01846209648168299,-0.005308897858259699,0.068762278978389,0.5088408644400786,0.4223968565815324,0.9956767662211334,0.22011244105912223,0.7716622729473978,4.539002603580189,0.0,0.0,-0.0047515415306492725,0,-0.0055132390279288845,0,-0.9999637286906057,-1
2025-11-17,TX,202601,27600.0,27674.0,27436.0,27439.0,-12.0,-0.04,179,27439.0,520,position,49.953692774256815,-0.032147497069244566,-0.14348994554119915,0.11134244847195457,4034.214285714286,0.2533802302210853,1.5068500020515811,-0.9995400600068378,0.02973817118553961,0.4473755684469299,1.0112359550561796,0.0,4.349405227239114,0.0,0.0,0.04001455074571503,-0.8685623671027498,-3.644314868800347e-05,0.008673785487809322,0.0058309037900874635,0.31092436974789917,0.012605042016806723,-0.6764705882352942,0.9929026912130273,0.14702482910143538,0.7996637877530506,5.028468782799204,0.0,0.0,3.6444476839481155e-05,0,-0.008710229964648875,0,-0.9998177776158024,-1
2025-11-17,TX,202603,27600.0,27680.0,27440.0,27440.0,-20.0,-0.07,89,27440.0,528,position,49.953692774256815,-0.07538868807367408,-0.17131931401641592,0.09593062594274186,4034.214285714286,0.6727423464722448,1.5068500020515811,-0.9995400600068378,0.014874486078149549,0.4473755684469299,1.9666666666666668,16.8,4.349405227239114,-211176.9230769231,0.0,0.04001455074571503,-0.8685623671027498,0.0008023925888103189,0.008746355685131196,0.006637975052884966,0.3333333333333333,0.0,-0.6666666666666666,0.9929026912130273,0.14702482910143538,0.7996637877530506,5.028468782799204,0.0,0.0,-0.0008017492711370755,0,-0.999963556851312,-1,3.644314868811449e-05,0
